order_id,date,region,product,qty,price,channel,customer_id
245,2026-06-06,East Region,Pro Plan,2,67.11,web,C01486
246,2026-06-06,East Region,Standard Plan,1,87.88,partner,C02642
247,2026-06-06,East Region,Pro Plan,1,62.85,web,C00501
248,2026-06-06,East Region,Pro Plan,1,63.69,partner,C02620
249,2026-06-07,East Region,Standard Plan,1,62.58,web,C00516
250,2026-06-07,East Region,Add-on Pack,1,66.78,partner,C00885
251,2026-06-07,East Region,Standard Plan,1,70.14,partner,C00012
252,2026-06-07,East Region,Pro Plan,1,84.55,web,C02213
253,2026-06-07,East Region,Pro Plan,1,82.92,partner,C00106
254,2026-06-07,East Region,Standard Plan,1,61.6,partner,C01327
255,2026-06-07,East Region,Standard Plan,1,65.94,web,C01725
256,2026-06-07,East Region,Add-on Pack,1,64.29,mobile,C01837
257,2026-06-07,East Region,Pro Plan,1,75.16,mobile,C02064
258,2026-06-07,East Region,Standard Plan,1,86.92,partner,C02699
259,2026-06-07,East Region,Add-on Pack,1,69.4,web,C01962
260,2026-06-07,East Region,Pro Plan,1,72.79,mobile,C02918
261,2026-06-07,East Region,Pro Plan,1,63.2,mobile,C02492
262,2026-06-07,East Region,Standard Plan,1,62.99,partner,C02594
263,2026-06-07,East Region,Add-on Pack,1,76.12,mobile,C02447
264,2026-06-07,East Region,Add-on Pack,2,69.22,web,C02875
265,2026-06-07,East Region,Standard Plan,1,84.4,mobile,C01850
266,2026-06-07,East Region,Standard Plan,2,72.46,mobile,C01704
267,2026-06-07,East Region,Add-on Pack,2,63.79,mobile,C02725
268,2026-06-07,East Region,Pro Plan,1,71.38,partner,C01943
269,2026-06-07,East Region,Standard Plan,1,63.68,web,C01769
270,2026-06-07,East Region,Standard Plan,1,81.45,web,C02279
271,2026-06-07,East Region,Standard Plan,1,77.15,partner,C00501
272,2026-06-07,East Region,Pro Plan,2,70.82,partner,C00211
273,2026-06-07,East Region,Pro Plan,1,77.53,web,C02368
274,2026-06-07,East Region,Add-on Pack,2,66.99,web,C00444
275,2026-06-07,East Region,Pro Plan,1,84.19,web,C01142
276,2026-06-07,East Region,Add-on Pack,2,67.35,partner,C02547
277,2026-06-07,East Region,Add-on Pack,1,79.56,partner,C02695
278,2026-06-07,East Region,Add-on Pack,1,68.47,mobile,C02879
279,2026-06-07,East Region,Pro Plan,1,86.27,web,C00744
280,2026-06-07,East Region,Standard Plan,2,76.6,web,C00582
281,2026-06-07,East Region,Add-on Pack,1,78.42,web,C02173
282,2026-06-07,East Region,Standard Plan,2,71.43,mobile,C00645
283,2026-06-07,East Region,Pro Plan,1,69.68,partner,C02443
284,2026-06-07,East Region,Standard Plan,1,85.23,web,C02531
285,2026-06-07,East Region,Standard Plan,1,79.53,mobile,C02712
286,2026-06-07,East Region,Pro Plan,2,74.41,mobile,C01119
287,2026-06-07,East Region,Standard Plan,1,81.73,mobile,C01761
288,2026-06-07,East Region,Standard Plan,2,68.9,partner,C02733
289,2026-06-07,East Region,Pro Plan,2,62.44,partner,C00225
290,2026-06-07,East Region,Standard Plan,1,66.76,web,C01047
291,2026-06-07,East Region,Pro Plan,1,70.12,mobile,C01764
292,2026-06-07,East Region,Standard Plan,1,64.71,partner,C02289
293,2026-06-08,East Region,Standard Plan,1,72.0,mobile,C00077
294,2026-06-08,East Region,Pro Plan,1,86.26,partner,C01759
295,2026-06-08,East Region,Add-on Pack,2,72.2,mobile,C00472
296,2026-06-08,East Region,Pro Plan,1,61.77,web,C02532
297,2026-06-08,East Region,Pro Plan,1,83.83,web,C01789
298,2026-06-08,East Region,Standard Plan,2,67.82,partner,C00323
299,2026-06-08,East Region,Pro Plan,1,84.88,web,C01365
300,2026-06-08,East Region,Standard Plan,1,63.28,partner,C02089
301,2026-06-08,East Region,Standard Plan,1,85.84,mobile,C02980
302,2026-06-08,East Region,Add-on Pack,1,83.37,web,C00600
303,2026-06-08,East Region,Pro Plan,1,66.57,partner,C00309
304,2026-06-08,East Region,Standard Plan,2,87.08,mobile,C02310
305,2026-06-08,East Region,Add-on Pack,1,73.41,partner,C01295
306,2026-06-08,East Region,Standard Plan,2,73.16,mobile,C02587
307,2026-06-08,East Region,Pro Plan,1,82.86,mobile,C02079
308,2026-06-08,East Region,Standard Plan,2,69.64,web,C00234
309,2026-06-08,East Region,Pro Plan,1,83.82,partner,C00370
310,2026-06-08,East Region,Add-on Pack,2,77.36,mobile,C02378
311,2026-06-08,East Region,Add-on Pack,1,87.16,mobile,C02342
312,2026-06-08,East Region,Add-on Pack,2,66.32,partner,C00618
313,2026-06-08,East Region,Standard Plan,1,73.45,partner,C00346
314,2026-06-08,East Region,Add-on Pack,1,78.77,web,C02899
315,2026-06-08,East Region,Pro Plan,1,88.15,mobile,C01528
316,2026-06-08,East Region,Pro Plan,1,71.74,partner,C02449
317,2026-06-08,East Region,Standard Plan,1,82.67,web,C01351
318,2026-06-08,East Region,Standard Plan,2,76.38,mobile,C01033
319,2026-06-08,East Region,Add-on Pack,1,84.36,mobile,C00334
320,2026-06-08,East Region,Add-on Pack,1,79.25,mobile,C02688
321,2026-06-08,East Region,Add-on Pack,1,79.21,partner,C02904
322,2026-06-08,East Region,Standard Plan,2,69.62,partner,C01346
323,2026-06-08,East Region,Standard Plan,1,79.43,partner,C02747
324,2026-06-08,East Region,Pro Plan,1,75.03,mobile,C01266
325,2026-06-08,East Region,Standard Plan,1,87.07,mobile,C00787
326,2026-06-08,East Region,Standard Plan,1,88.4,web,C01212
327,2026-06-08,East Region,Standard Plan,1,75.01,partner,C01380
328,2026-06-08,East Region,Add-on Pack,2,64.76,web,C00665
329,2026-06-08,East Region,Standard Plan,1,83.81,partner,C01793
330,2026-06-08,East Region,Standard Plan,1,72.38,mobile,C02501
331,2026-06-08,East Region,Pro Plan,2,81.67,web,C02188
332,2026-06-08,East Region,Standard Plan,2,69.62,web,C01507
333,2026-06-08,East Region,Add-on Pack,2,86.96,mobile,C01155
334,2026-06-08,East Region,Pro Plan,2,74.88,web,C00818
335,2026-06-09,East Region,Standard Plan,1,84.95,partner,C01969
336,2026-06-09,East Region,Pro Plan,1,76.28,partner,C02114
337,2026-06-09,East Region,Standard Plan,1,68.95,mobile,C01841
338,2026-06-09,East Region,Add-on Pack,2,65.21,web,C00910
339,2026-06-09,East Region,Pro Plan,1,85.26,mobile,C00219
340,2026-06-09,East Region,Pro Plan,1,74.85,mobile,C00335
341,2026-06-09,East Region,Pro Plan,1,67.31,web,C02928
342,2026-06-09,East Region,Add-on Pack,1,70.32,web,C00157
343,2026-06-09,East Region,Pro Plan,2,86.15,partner,C00569
344,2026-06-09,East Region,Add-on Pack,1,73.96,web,C00078
345,2026-06-09,East Region,Pro Plan,1,67.07,partner,C02979
346,2026-06-09,East Region,Add-on Pack,1,75.56,mobile,C00974
347,2026-06-09,East Region,Pro Plan,1,64.51,mobile,C02618
348,2026-06-09,East Region,Add-on Pack,1,73.63,mobile,C02445
349,2026-06-09,East Region,Add-on Pack,1,61.65,partner,C00589
350,2026-06-09,East Region,Pro Plan,1,72.88,web,C02338
351,2026-06-09,East Region,Pro Plan,1,66.29,partner,C01478
352,2026-06-09,East Region,Standard Plan,1,87.13,mobile,C01926
353,2026-06-09,East Region,Standard Plan,1,78.49,mobile,C00067
354,2026-06-09,East Region,Pro Plan,1,82.65,web,C02692
355,2026-06-09,East Region,Add-on Pack,1,64.02,web,C00182
356,2026-06-09,East Region,Pro Plan,1,76.05,partner,C01904
357,2026-06-09,East Region,Add-on Pack,1,74.22,web,C00259
358,2026-06-09,East Region,Add-on Pack,2,82.31,web,C01202
359,2026-06-09,East Region,Standard Plan,1,62.39,web,C01293
360,2026-06-09,East Region,Pro Plan,2,75.22,mobile,C00150
361,2026-06-09,East Region,Add-on Pack,1,66.4,web,C02686
362,2026-06-09,East Region,Pro Plan,1,68.63,mobile,C01639
363,2026-06-09,East Region,Add-on Pack,2,73.16,mobile,C00766
364,2026-06-09,East Region,Pro Plan,1,80.02,partner,C01093
365,2026-06-09,East Region,Standard Plan,1,80.98,mobile,C02468
366,2026-06-09,East Region,Standard Plan,1,76.04,web,C00328
367,2026-06-09,East Region,Pro Plan,1,79.18,mobile,C02469
368,2026-06-09,East Region,Add-on Pack,2,72.79,mobile,C01832
369,2026-06-09,East Region,Standard Plan,1,80.97,partner,C01782
370,2026-06-09,East Region,Pro Plan,1,78.59,web,C02750
371,2026-06-09,East Region,Add-on Pack,1,72.25,web,C00585
372,2026-06-09,East Region,Add-on Pack,2,79.64,web,C00518
373,2026-06-09,East Region,Standard Plan,1,67.62,mobile,C01569
374,2026-06-09,East Region,Add-on Pack,1,62.08,partner,C01843
375,2026-06-09,East Region,Pro Plan,1,71.32,partner,C00564
376,2026-06-09,East Region,Add-on Pack,1,71.18,partner,C01142
377,2026-06-09,East Region,Standard Plan,1,87.33,partner,C00763
378,2026-06-09,East Region,Pro Plan,1,75.28,mobile,C01067
379,2026-06-10,East Region,Standard Plan,1,88.3,partner,C02012
380,2026-06-10,East Region,Standard Plan,1,64.54,mobile,C00708
381,2026-06-10,East Region,Add-on Pack,1,73.31,partner,C01310
382,2026-06-10,East Region,Add-on Pack,1,70.65,partner,C02221
383,2026-06-10,East Region,Pro Plan,1,85.44,partner,C02907
384,2026-06-10,East Region,Add-on Pack,1,78.55,partner,C00919
385,2026-06-10,East Region,Standard Plan,1,88.0,web,C02024
386,2026-06-10,East Region,Standard Plan,1,71.02,mobile,C02260
387,2026-06-10,East Region,Standard Plan,1,77.84,web,C01267
388,2026-06-10,East Region,Pro Plan,2,88.39,partner,C01683
389,2026-06-10,East Region,Pro Plan,1,83.59,web,C01299
390,2026-06-10,East Region,Add-on Pack,2,63.22,partner,C02120
391,2026-06-10,East Region,Pro Plan,1,64.69,web,C01773
392,2026-06-10,East Region,Add-on Pack,1,85.97,web,C02123
393,2026-06-10,East Region,Standard Plan,1,69.47,mobile,C02906
394,2026-06-10,East Region,Standard Plan,1,70.61,web,C01027
395,2026-06-10,East Region,Standard Plan,1,78.47,web,C02561
396,2026-06-10,East Region,Pro Plan,1,77.91,partner,C02626
397,2026-06-10,East Region,Standard Plan,1,77.3,web,C02699
398,2026-06-10,East Region,Add-on Pack,1,80.8,partner,C00169
399,2026-06-10,East Region,Standard Plan,1,63.41,partner,C00864
400,2026-06-10,East Region,Add-on Pack,1,72.53,mobile,C02569
401,2026-06-10,East Region,Add-on Pack,1,69.08,mobile,C01004
402,2026-06-10,East Region,Add-on Pack,2,72.25,web,C02821
403,2026-06-10,East Region,Standard Plan,2,65.5,mobile,C01903
404,2026-06-10,East Region,Standard Plan,1,70.45,mobile,C02943
405,2026-06-10,East Region,Pro Plan,1,81.17,mobile,C00536
406,2026-06-10,East Region,Pro Plan,1,75.21,mobile,C00991
407,2026-06-10,East Region,Pro Plan,2,64.53,web,C00578
408,2026-06-10,East Region,Standard Plan,2,62.58,partner,C01713
409,2026-06-10,East Region,Standard Plan,1,87.39,mobile,C02367
410,2026-06-10,East Region,Add-on Pack,1,69.71,mobile,C02109
411,2026-06-10,East Region,Pro Plan,1,74.77,mobile,C00095
412,2026-06-10,East Region,Standard Plan,2,86.91,web,C00882
413,2026-06-10,East Region,Add-on Pack,1,70.8,mobile,C02028
414,2026-06-10,East Region,Add-on Pack,2,85.2,mobile,C02199
415,2026-06-10,East Region,Standard Plan,2,84.24,web,C01084
416,2026-06-10,East Region,Add-on Pack,2,71.15,mobile,C00186
417,2026-06-10,East Region,Pro Plan,1,62.59,mobile,C02267
418,2026-06-10,East Region,Pro Plan,2,63.2,partner,C01146
